siteID,country,species,commonName,category
186,UK,Fraxinus spp.,Ash,Trees
186,UK,Morus nigra,Black Mulberry,Trees
186,UK,Juglans nigra,Black Walnut,Trees
186,UK,Cattle,Cattle,Animals
186,UK,Ulmus spp.,Elm,Trees
186,UK,Field grass,Field grass,Forbs
186,UK,Paulownia tomentosa,Princess Tree,Trees
141,Germany,Sorbus torminalis,Wild Service Tree,Trees
187,UK,Prunus padus,Bird Cherry,Trees
187,UK,Juglans nigra,Black Walnut,Trees
187,UK,Ligustrum vulgare,Common Privet,Trees
187,UK,Ligustrum vulgare,Common Privet,Shrubs
187,UK,Populus tremula,European Aspen,Trees
187,UK,Malus sylvestris,European Crab Apple,Trees
187,UK,Corylus avellana,European Hazel,Shrubs
187,UK,Carpinus betulus,European Hornbeam,Trees
187,UK,Field grass,Field grass,Forbs
187,UK,Acer campestre,Field Maple,Trees
187,UK,Goats,Goats,Animals
187,UK,Quercus spp.,Oak,Trees
187,UK,Sheep,Sheep,Animals
187,UK,Betula pendula,Silver Birch,Trees
187,UK,Tilia cordata,Small-leaved Lime,Trees
187,UK,Castanea sativa,Sweet Chestnut,Trees
187,UK,Prunus avium,Wild Cherry,Trees
188,UK,Amelanchier laevis,Allegheny Serviceberry,Shrubs
188,UK,Malus domestica,Apple,Trees
188,UK,Sorbus x Aronia melanocarpa,Aronia,Shrubs
188,UK,Elaeagnus umbellata,Autumn Olive,Shrubs
188,UK,Prunus serotina,Black Cherry,Shrubs
188,UK,Sambucus nigra,Elder,Shrubs
188,UK,Field grass,Field grass,Forbs
188,UK,Flowers,Flowers,Forbs
188,UK,Goats,Goats,Animals
188,UK,Salix hybrid,Hybrid Willow,Shrubs
188,UK,Ornamental plants,Ornamental plants,Forbs
188,UK,Quercus robur,Pedunculate Oak,Trees
188,UK,Juglans regia,Persian Walnut,Trees
188,UK,Poultry,Poultry,Animals
188,UK,Pinus sylvestris,Scots Pine,Trees
188,UK,Sheep,Sheep,Animals
189,UK,Juglans nigra,Black Walnut,Trees
189,UK,Field grass,Field grass,Forbs
189,UK,Goats,Goats,Animals
189,UK,Sheep,Sheep,Animals
190,UK,Juglans nigra,Black Walnut,Trees
190,UK,Cattle,Cattle,Animals
190,UK,Ribes spp.,Currant,Shrubs
190,UK,Corylus avellana,European Hazel,Shrubs
190,UK,Field grass,Field grass,Forbs
190,UK,Pyrus communis,Pear,Trees
190,UK,Prunus domestica,Plum,Trees
191,UK,Prunus amygdalus,Almond,Trees
191,UK,Cattle,Cattle,Animals
191,UK,Field grass,Field grass,Forbs
191,UK,Grapevine,Grapevine,Forbs
191,UK,Pyrus communis,Pear,Trees
191,UK,Juglans regia,Persian Walnut,Trees
191,UK,Pigs,Pigs,Animals
191,UK,Prunus domestica,Plum,Trees
191,UK,Poultry,Poultry,Animals
191,UK,Cydonia oblonga,Quince,Trees
191,UK,Rubus idaeus,Raspberry,Shrubs
191,UK,Hippophae rhamnoides,Sea-buckthorn,Shrubs
191,UK,Vegetables,Vegetables,Forbs
191,UK,Prunus avium,Wild Cherry,Trees
194,UK,Alnus spp.,Alder (general),Trees
192,UK,Fraxinus spp.,Ash,Trees
192,UK,Barley,Barley,Forbs
192,UK,Juglans nigra,Black Walnut,Trees
192,UK,Cattle,Cattle,Animals
192,UK,Carpinus betulus,European Hornbeam,Trees
192,UK,Field grass,Field grass,Forbs
192,UK,Acer campestre,Field Maple,Trees
192,UK,Goats,Goats,Animals
192,UK,Tilia spp.,Lime,Trees
192,UK,Acer platanoides,Norway Maple,Trees
192,UK,Quercus spp.,Oak,Trees
192,UK,Sheep,Sheep,Animals
192,UK,Castanea sativa,Sweet Chestnut,Trees
342,Germany,Triticum aestivum,Common Wheat,Forbs
192,UK,Prunus avium,Wild Cherry,Trees
205,Belgium,Alnus spp.,Alder (general),Trees
193,UK,Crataegus monogyna,Common Hawthorn,Shrubs
193,UK,Rosa canina,Dog Rose,Shrubs
193,UK,Cornus spp.,Dogwood,Shrubs
193,UK,Ulmus spp.,Elm,Trees
193,UK,Populus tremula,European Aspen,Trees
193,UK,Malus sylvestris,European Crab Apple,Trees
193,UK,Corylus avellana,European Hazel,Shrubs
193,UK,Carpinus betulus,European Hornbeam,Trees
193,UK,Field grass,Field grass,Forbs
193,UK,Acer campestre,Field Maple,Trees
193,UK,Salix caprea,Goat Willow,Shrubs
193,UK,Goats,Goats,Animals
193,UK,Ilex aquifolium,Holly,Shrubs
193,UK,Quercus robur,Pedunculate Oak,Trees
193,UK,Sorbus aucuparia,Rowan,Trees
193,UK,Sheep,Sheep,Animals
193,UK,Betula pendula,Silver Birch,Trees
193,UK,Tilia cordata,Small-leaved Lime,Trees
193,UK,Euonymus europaeus,Spindle,Shrubs
193,UK,Prunus avium,Wild Cherry,Trees
208,Belgium,Alnus spp.,Alder (general),Trees
194,UK,Malus domestica,Apple,Trees
194,UK,Juglans nigra,Black Walnut,Trees
194,UK,Cattle,Cattle,Animals
194,UK,Betula pubescens,Downy Birch,Trees
194,UK,Sambucus nigra,Elder,Shrubs
194,UK,Ulmus spp.,Elm,Trees
194,UK,Corylus avellana,European Hazel,Shrubs
194,UK,Field grass,Field grass,Forbs
194,UK,Acer campestre,Field Maple,Trees
194,UK,Salix caprea,Goat Willow,Shrubs
194,UK,Ilex aquifolium,Holly,Shrubs
194,UK,Tilia spp.,Lime,Trees
194,UK,Quercus spp.,Oak,Trees
194,UK,Pinus sylvestris,Scots Pine,Trees
194,UK,Euonymus europaeus,Spindle,Shrubs
194,UK,Castanea sativa,Sweet Chestnut,Trees
195,Belgium,Malus domestica,Apple,Trees
195,Belgium,Field grass,Field grass,Forbs
195,Belgium,Pyrus communis,Pear,Trees
195,Belgium,Juglans regia,Persian Walnut,Trees
195,Belgium,Pigs,Pigs,Animals
195,Belgium,Castanea sativa,Sweet Chestnut,Trees
195,Belgium,Prunus avium,Wild Cherry,Trees
211,Belgium,Alnus spp.,Alder (general),Trees
229,Belgium,Alnus spp.,Alder (general),Trees
196,Belgium,Robinia pseudoacacia,Black Locust,Trees
196,Belgium,Prunus spinosa,Blackthorn,Shrubs
196,Belgium,Cornus spp.,Dogwood,Shrubs
196,Belgium,Sambucus nigra,Elder,Shrubs
196,Belgium,Corylus avellana,European Hazel,Shrubs
196,Belgium,Field grass,Field grass,Forbs
196,Belgium,Salix caprea,Goat Willow,Shrubs
196,Belgium,Viburnum opulus,Guelder-rose,Shrubs
196,Belgium,Crataegus spp.,Hawthorn,Shrubs
196,Belgium,Quercus robur,Pedunculate Oak,Trees
196,Belgium,Rubus idaeus,Raspberry,Shrubs
196,Belgium,Viburnum lantana,Wayfaring-tree,Shrubs
236,Germany,Alnus spp.,Alder (general),Trees
197,Belgium,Malus domestica,Apple,Trees
197,Belgium,Cattle,Cattle,Animals
197,Belgium,Field grass,Field grass,Forbs
197,Belgium,Acer campestre,Field Maple,Trees
197,Belgium,Crataegus spp.,Hawthorn,Shrubs
197,Belgium,Crataegus germanica,Medlar,Trees
197,Belgium,Pyrus communis,Pear,Trees
197,Belgium,Prunus avium,Wild Cherry,Trees
198,Belgium,Malus domestica,Apple,Trees
198,Belgium,Prunus spinosa,Blackthorn,Shrubs
198,Belgium,Cattle,Cattle,Animals
198,Belgium,Field grass,Field grass,Forbs
198,Belgium,Goats,Goats,Animals
198,Belgium,Crataegus spp.,Hawthorn,Shrubs
198,Belgium,Pyrus communis,Pear,Trees
198,Belgium,Prunus domestica,Plum,Trees
198,Belgium,Populus spp.,Poplar,Trees
198,Belgium,Sheep,Sheep,Animals
198,Belgium,Castanea sativa,Sweet Chestnut,Trees
198,Belgium,Salix spp.,Willow,Trees
199,Belgium,Malus domestica,Apple,Trees
199,Belgium,Goats,Goats,Animals
199,Belgium,Pyrus communis,Pear,Trees
199,Belgium,Juglans regia,Persian Walnut,Trees
199,Belgium,Prunus domestica,Plum,Trees
199,Belgium,Sheep,Sheep,Animals
199,Belgium,Prunus avium,Wild Cherry,Trees
200,Belgium,Malus domestica,Apple,Trees
200,Belgium,Cattle,Cattle,Animals
200,Belgium,Corylus avellana,European Hazel,Shrubs
200,Belgium,Field grass,Field grass,Forbs
200,Belgium,Pyrus communis,Pear,Trees
200,Belgium,Juglans regia,Persian Walnut,Trees
200,Belgium,Prunus domestica,Plum,Trees
250,Germany,Alnus spp.,Alder (general),Trees
201,Belgium,Field grass,Field grass,Forbs
201,Belgium,Acer campestre,Field Maple,Trees
201,Belgium,Poultry,Poultry,Animals
201,Belgium,Sorbus aucuparia,Rowan,Trees
201,Belgium,Quercus petraea,Sessile Oak,Trees
201,Belgium,Tilia cordata,Small-leaved Lime,Trees
202,Belgium,Malus domestica,Apple,Trees
202,Belgium,Field grass,Field grass,Forbs
202,Belgium,Goats,Goats,Animals
202,Belgium,Pyrus communis,Pear,Trees
202,Belgium,Quercus robur,Pedunculate Oak,Trees
202,Belgium,Juglans regia,Persian Walnut,Trees
202,Belgium,Sheep,Sheep,Animals
202,Belgium,Castanea sativa,Sweet Chestnut,Trees
203,Belgium,Malus domestica,Apple,Trees
203,Belgium,Cattle,Cattle,Animals
203,Belgium,Corylus avellana,European Hazel,Shrubs
203,Belgium,Field grass,Field grass,Forbs
203,Belgium,Poultry,Poultry,Animals
204,Belgium,Malus domestica,Apple,Trees
204,Belgium,Cattle,Cattle,Animals
204,Belgium,Rosa canina,Dog Rose,Shrubs
204,Belgium,Sambucus nigra,Elder,Shrubs
204,Belgium,Ulmus spp.,Elm,Trees
204,Belgium,Field grass,Field grass,Forbs
204,Belgium,Pyrus communis,Pear,Trees
204,Belgium,Prunus domestica,Plum,Trees
204,Belgium,Cydonia oblonga,Quince,Trees
204,Belgium,Prunus avium,Wild Cherry,Trees
252,Germany,Alnus spp.,Alder (general),Trees
205,Belgium,Malus domestica,Apple,Trees
205,Belgium,Field grass,Field grass,Forbs
205,Belgium,Pyrus communis,Pear,Trees
205,Belgium,Juglans regia,Persian Walnut,Trees
206,Belgium,Field grass,Field grass,Forbs
206,Belgium,Olea europaea,Olive,Trees
206,Belgium,Poultry,Poultry,Animals
207,Belgium,Betula spp.,Birch,Trees
207,Belgium,Rubus fruticosus,Blackberry,Shrubs
207,Belgium,Vaccinium spp.,Blueberry,Shrubs
207,Belgium,Ribes spp.,Currant,Shrubs
207,Belgium,Tilia spp.,Lime,Trees
207,Belgium,Rubus idaeus,Raspberry,Shrubs
207,Belgium,Quercus petraea,Sessile Oak,Trees
274,Germany,Alnus spp.,Alder (general),Trees
208,Belgium,Malus domestica,Apple,Trees
208,Belgium,Cattle,Cattle,Animals
208,Belgium,Fagus sylvatica,European Beech,Trees
208,Belgium,Corylus avellana,European Hazel,Shrubs
208,Belgium,Field grass,Field grass,Forbs
208,Belgium,Quercus spp.,Oak,Trees
208,Belgium,Juglans regia,Persian Walnut,Trees
208,Belgium,Populus spp.,Poplar,Trees
208,Belgium,Castanea sativa,Sweet Chestnut,Trees
149,Germany,Sorbus torminalis,Wild Service Tree,Trees
297,Germany,Alnus spp.,Alder (general),Trees
209,Belgium,Corylus avellana,European Hazel,Shrubs
209,Belgium,Field grass,Field grass,Forbs
209,Belgium,Goats,Goats,Animals
209,Belgium,Populus spp.,Poplar,Trees
209,Belgium,Sheep,Sheep,Animals
300,Germany,Alnus spp.,Alder (general),Trees
210,Belgium,Cattle,Cattle,Animals
210,Belgium,Field grass,Field grass,Forbs
210,Belgium,Crataegus spp.,Hawthorn,Shrubs
210,Belgium,Salix spp.,Willow,Trees
306,UK,Alnus spp.,Alder (general),Trees
308,UK,Alnus spp.,Alder (general),Trees
211,Belgium,Malus domestica,Apple,Trees
211,Belgium,Cornus spp.,Dogwood,Shrubs
211,Belgium,Field grass,Field grass,Forbs
211,Belgium,Goats,Goats,Animals
211,Belgium,Crataegus spp.,Hawthorn,Shrubs
211,Belgium,Pyrus communis,Pear,Trees
211,Belgium,Prunus domestica,Plum,Trees
211,Belgium,Poultry,Poultry,Animals
211,Belgium,Sheep,Sheep,Animals
211,Belgium,Euonymus europaeus,Spindle,Trees
211,Belgium,Prunus avium,Wild Cherry,Trees
212,Belgium,Malus domestica,Apple,Trees
212,Belgium,Elaeagnus umbellata,Autumn Olive,Shrubs
212,Belgium,Field grass,Field grass,Forbs
212,Belgium,Goats,Goats,Animals
212,Belgium,Pyrus communis,Pear,Trees
212,Belgium,Juglans regia,Persian Walnut,Trees
212,Belgium,Pigs,Pigs,Animals
212,Belgium,Poultry,Poultry,Animals
212,Belgium,Hippophae rhamnoides,Sea-buckthorn,Shrubs
212,Belgium,Sheep,Sheep,Animals
212,Belgium,Caragana arborescens,Siberian Pea-tree,Shrubs
212,Belgium,Corylus colurna,Turkish Hazel,Trees
213,Belgium,Field grass,Field grass,Forbs
213,Belgium,Goats,Goats,Animals
213,Belgium,Crataegus spp.,Hawthorn,Shrubs
213,Belgium,Sheep,Sheep,Animals
213,Belgium,Castanea sativa,Sweet Chestnut,Trees
214,Belgium,Field grass,Field grass,Forbs
214,Belgium,Crataegus spp.,Hawthorn,Shrubs
214,Belgium,Quercus spp.,Oak,Trees
215,Belgium,Cattle,Cattle,Animals
215,Belgium,Field grass,Field grass,Forbs
215,Belgium,Juglans regia,Persian Walnut,Trees
216,Belgium,Malus domestica,Apple,Trees
216,Belgium,Cattle,Cattle,Animals
216,Belgium,Corylus avellana,European Hazel,Shrubs
216,Belgium,Field grass,Field grass,Forbs
216,Belgium,Salix caprea,Goat Willow,Shrubs
216,Belgium,Pyrus communis,Pear,Trees
216,Belgium,Juglans regia,Persian Walnut,Trees
216,Belgium,Prunus domestica,Plum,Trees
216,Belgium,Castanea sativa,Sweet Chestnut,Trees
216,Belgium,Prunus avium,Wild Cherry,Trees
217,Belgium,Field grass,Field grass,Forbs
217,Belgium,Populus spp.,Poplar,Trees
217,Belgium,Poultry,Poultry,Animals
217,Belgium,Salix spp.,Willow,Trees
218,Belgium,Prunus amygdalus,Almond,Trees
218,Belgium,Malus domestica,Apple,Trees
218,Belgium,Prunus armeniaca,Apricot,Trees
218,Belgium,Elaeagnus umbellata,Autumn Olive,Shrubs
218,Belgium,Ribes spp.,Currant,Shrubs
218,Belgium,Field grass,Field grass,Forbs
218,Belgium,Goats,Goats,Animals
218,Belgium,Lonicera caerulea,Honeyberry,Shrubs
218,Belgium,Prunus persica,Peach,Trees
218,Belgium,Pyrus communis,Pear,Trees
218,Belgium,Juglans regia,Persian Walnut,Trees
218,Belgium,Hippophae rhamnoides,Sea-buckthorn,Shrubs
218,Belgium,Sheep,Sheep,Animals
218,Belgium,Castanea sativa,Sweet Chestnut,Trees
218,Belgium,Prunus avium,Wild Cherry,Trees
219,Belgium,Malus domestica,Apple,Trees
219,Belgium,Fagus sylvatica,European Beech,Trees
219,Belgium,Field grass,Field grass,Forbs
219,Belgium,Quercus spp.,Oak,Trees
219,Belgium,Juglans regia,Persian Walnut,Trees
219,Belgium,Poultry,Poultry,Animals
219,Belgium,Castanea sativa,Sweet Chestnut,Trees
220,Belgium,Malus domestica,Apple,Trees
220,Belgium,Cattle,Cattle,Animals
220,Belgium,Clover,Clover,Forbs
220,Belgium,Sambucus nigra,Elder,Shrubs
220,Belgium,Corylus avellana,European Hazel,Shrubs
220,Belgium,Field grass,Field grass,Forbs
220,Belgium,Salix caprea,Goat Willow,Shrubs
220,Belgium,Goats,Goats,Animals
220,Belgium,Quercus robur,Pedunculate Oak,Trees
220,Belgium,Pigs,Pigs,Animals
220,Belgium,Sheep,Sheep,Animals
220,Belgium,Castanea sativa,Sweet Chestnut,Trees
221,Belgium,Malus domestica,Apple,Trees
221,Belgium,Clover,Clover,Forbs
221,Belgium,Sambucus nigra,Elder,Shrubs
221,Belgium,Populus tremula,European Aspen,Trees
221,Belgium,Field grass,Field grass,Forbs
221,Belgium,Goats,Goats,Animals
221,Belgium,Pyrus communis,Pear,Trees
221,Belgium,Prunus domestica,Plum,Trees
221,Belgium,Poultry,Poultry,Animals
221,Belgium,Cydonia oblonga,Quince,Trees
221,Belgium,Sheep,Sheep,Animals
150,Germany,Sorbus torminalis,Wild Service Tree,Trees
222,Belgium,Cattle,Cattle,Animals
222,Belgium,Corylus avellana,European Hazel,Shrubs
222,Belgium,Field grass,Field grass,Forbs
222,Belgium,Juglans regia,Persian Walnut,Trees
222,Belgium,Corylus colurna,Turkish Hazel,Trees
223,Belgium,Malus domestica,Apple,Trees
223,Belgium,Prunus spinosa,Blackthorn,Shrubs
223,Belgium,Cattle,Cattle,Animals
223,Belgium,Cornus spp.,Dogwood,Shrubs
223,Belgium,Carpinus betulus,European Hornbeam,Trees
223,Belgium,Field grass,Field grass,Forbs
223,Belgium,Acer campestre,Field Maple,Trees
223,Belgium,Rosa arvensis,Field Rose,Shrubs
223,Belgium,Crataegus spp.,Hawthorn,Shrubs
223,Belgium,Pyrus communis,Pear,Trees
223,Belgium,Quercus robur,Pedunculate Oak,Trees
223,Belgium,Juglans regia,Persian Walnut,Trees
223,Belgium,Prunus domestica,Plum,Trees
223,Belgium,Tilia cordata,Small-leaved Lime,Trees
223,Belgium,Prunus cerasus,Sour Cherry,Trees
224,Belgium,Malus domestica,Apple,Trees
224,Belgium,Field grass,Field grass,Forbs
224,Belgium,Pyrus communis,Pear,Trees
224,Belgium,Juglans regia,Persian Walnut,Trees
224,Belgium,Prunus domestica,Plum,Trees
224,Belgium,Poultry,Poultry,Animals
224,Belgium,Castanea sativa,Sweet Chestnut,Trees
224,Belgium,Prunus avium,Wild Cherry,Trees
309,UK,Alnus spp.,Alder (general),Trees
225,Belgium,Betula spp.,Birch,Trees
225,Belgium,Cornus spp.,Dogwood,Shrubs
225,Belgium,Corylus avellana,European Hazel,Shrubs
225,Belgium,Carpinus betulus,European Hornbeam,Trees
225,Belgium,Field grass,Field grass,Forbs
225,Belgium,Acer campestre,Field Maple,Trees
225,Belgium,Goats,Goats,Animals
225,Belgium,Viburnum opulus,Guelder-rose,Shrubs
225,Belgium,Crataegus germanica,Medlar,Trees
225,Belgium,Juglans regia,Persian Walnut,Trees
225,Belgium,Pigs,Pigs,Animals
225,Belgium,Poultry,Poultry,Animals
225,Belgium,Cydonia oblonga,Quince,Trees
225,Belgium,Hippophae rhamnoides,Sea-buckthorn,Shrubs
225,Belgium,Sheep,Sheep,Animals
225,Belgium,Euonymus europaeus,Spindle,Trees
225,Belgium,Salix spp.,Willow,Trees
226,Belgium,Malus domestica,Apple,Trees
226,Belgium,Cattle,Cattle,Animals
226,Belgium,Field grass,Field grass,Forbs
226,Belgium,Pyrus communis,Pear,Trees
227,Belgium,Malus domestica,Apple,Trees
227,Belgium,Sambucus nigra,Elder,Shrubs
227,Belgium,Corylus avellana,European Hazel,Shrubs
227,Belgium,Field grass,Field grass,Forbs
227,Belgium,Goats,Goats,Animals
227,Belgium,Pyrus communis,Pear,Trees
227,Belgium,Juglans regia,Persian Walnut,Trees
227,Belgium,Prunus domestica,Plum,Trees
227,Belgium,Poultry,Poultry,Animals
227,Belgium,Sheep,Sheep,Animals
227,Belgium,Castanea sativa,Sweet Chestnut,Trees
227,Belgium,Prunus avium,Wild Cherry,Trees
227,Belgium,Salix spp.,Willow,Trees
228,Belgium,Malus domestica,Apple,Trees
228,Belgium,Prunus spinosa,Blackthorn,Shrubs
228,Belgium,Cattle,Cattle,Animals
228,Belgium,Corylus avellana,European Hazel,Shrubs
228,Belgium,Field grass,Field grass,Forbs
228,Belgium,Quercus spp.,Oak,Trees
228,Belgium,Pyrus communis,Pear,Trees
228,Belgium,Juglans regia,Persian Walnut,Trees
228,Belgium,Prunus domestica,Plum,Trees
228,Belgium,Castanea sativa,Sweet Chestnut,Trees
315,Belgium,Alnus spp.,Alder (general),Trees
229,Belgium,Malus domestica,Apple,Trees
229,Belgium,Cornus spp.,Dogwood,Shrubs
229,Belgium,Corylus avellana,European Hazel,Shrubs
229,Belgium,Field grass,Field grass,Forbs
229,Belgium,Goats,Goats,Animals
229,Belgium,Pyrus communis,Pear,Trees
229,Belgium,Juglans regia,Persian Walnut,Trees
229,Belgium,Sheep,Sheep,Animals
230,Belgium,Malus domestica,Apple,Trees
230,Belgium,Field grass,Field grass,Forbs
230,Belgium,Goats,Goats,Animals
230,Belgium,Pyrus communis,Pear,Trees
230,Belgium,Sheep,Sheep,Animals
329,Germany,Alnus spp.,Alder (general),Trees
231,Italy,Cytisus scoparius,Common Broom,Shrubs
231,Italy,Crataegus monogyna,Common Hawthorn,Trees
231,Italy,Malus sylvestris,European Crab Apple,Trees
231,Italy,Acer campestre,Field Maple,Trees
231,Italy,Populus spp.,Poplar,Trees
231,Italy,Morus alba,White Mulberry,Trees
232,Italy,Quercus ilex,Holm Oak,Trees
232,Italy,Pigs,Pigs,Animals
232,Italy,Poultry,Poultry,Animals
232,Italy,Quercus cerris,Turkey Oak,Trees
233,Italy,Vitis vinifera,Grapevine,Trees
233,Italy,Poultry,Poultry,Animals
234,Italy,Goats,Goats,Animals
234,Italy,Olea europaea,Olive,Trees
234,Italy,Sheep,Sheep,Animals
235,Germany,Malus domestica,Apple,Trees
235,Germany,Goats,Goats,Animals
235,Germany,Pyrus communis,Pear,Trees
235,Germany,Prunus domestica,Plum,Trees
235,Germany,Sheep,Sheep,Animals
235,Germany,Prunus avium,Wild Cherry,Trees
333,Germany,Alnus spp.,Alder (general),Trees
236,Germany,Juglans nigra,Black Walnut,Trees
236,Germany,Cattle,Cattle,Animals
236,Germany,Sambucus nigra,Elder,Shrubs
236,Germany,Corylus avellana,European Hazel,Shrubs
236,Germany,Acer spp.,Maple,Trees
236,Germany,Pyrus communis,Pear,Trees
236,Germany,Sorbus aucuparia,Rowan,Trees
156,Germany,Sorbus torminalis,Wild Service Tree,Trees
236,Germany,Castanea sativa,Sweet Chestnut,Trees
236,Germany,Morus alba,White Mulberry,Trees
237,Germany,Populus spp.,Poplar,Trees
237,Germany,Poultry,Poultry,Animals
238,Germany,Populus spp.,Poplar,Trees
238,Germany,Poultry,Poultry,Animals
239,Germany,Populus spp.,Poplar,Trees
239,Germany,Poultry,Poultry,Animals
240,Germany,Sambucus nigra,Elder,Shrubs
240,Germany,Populus spp.,Poplar,Trees
240,Germany,Poultry,Poultry,Animals
240,Germany,Salix spp.,Willow,Trees
241,Germany,Populus spp.,Poplar,Trees
241,Germany,Poultry,Poultry,Animals
242,Germany,Malus domestica,Apple,Trees
242,Germany,Cornus mas,Cornelian Cherry,Shrubs
242,Germany,Sambucus nigra,Elder,Shrubs
242,Germany,Pyrus communis,Pear,Trees
242,Germany,Prunus domestica,Plum,Trees
242,Germany,Poultry,Poultry,Animals
242,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
242,Germany,Prunus avium,Wild Cherry,Trees
243,Germany,Malus domestica,Apple,Trees
243,Germany,Goats,Goats,Animals
243,Germany,Sheep,Sheep,Animals
244,Germany,Malus domestica,Apple,Trees
244,Germany,Cattle,Cattle,Animals
244,Germany,Quercus spp.,Oak,Trees
244,Germany,Pyrus communis,Pear,Trees
244,Germany,Prunus domestica,Plum,Trees
244,Germany,Castanea sativa,Sweet Chestnut,Trees
244,Germany,Prunus avium,Wild Cherry,Trees
245,Germany,Malus domestica,Apple,Trees
245,Germany,Rubus fruticosus,Blackberry,Shrubs
245,Germany,Cattle,Cattle,Animals
245,Germany,Pyrus communis,Pear,Trees
245,Germany,Prunus domestica,Plum,Trees
245,Germany,Prunus avium,Wild Cherry,Trees
246,Germany,Populus spp.,Poplar,Trees
246,Germany,Poultry,Poultry,Animals
247,Germany,Populus spp.,Poplar,Trees
247,Germany,Poultry,Poultry,Animals
248,Germany,Juglans nigra,Black Walnut,Trees
248,Germany,Sambucus nigra,Elder,Shrubs
248,Germany,Corylus avellana,European Hazel,Shrubs
249,Germany,Juglans nigra,Black Walnut,Trees
249,Germany,Goats,Goats,Animals
249,Germany,Sheep,Sheep,Animals
339,Germany,Alnus spp.,Alder (general),Trees
341,Germany,Alnus spp.,Alder (general),Trees
250,Germany,Malus domestica,Apple,Trees
250,Germany,Betula spp.,Birch,Trees
250,Germany,Juglans nigra,Black Walnut,Trees
250,Germany,Prunus spinosa,Blackthorn,Shrubs
250,Germany,Cornus mas,Cornelian Cherry,Shrubs
250,Germany,Rosa canina,Dog Rose,Shrubs
250,Germany,Cornus spp.,Dogwood,Shrubs
250,Germany,Sambucus nigra,Elder,Shrubs
250,Germany,Malus sylvestris,European Crab Apple,Trees
250,Germany,Corylus avellana,European Hazel,Shrubs
250,Germany,Acer spp.,Maple,Trees
250,Germany,Pyrus communis,Pear,Trees
250,Germany,Pyrus communis,Pear,Trees
250,Germany,Prunus domestica,Plum,Trees
250,Germany,Populus spp.,Poplar,Trees
250,Germany,Rubus idaeus,Raspberry,Shrubs
250,Germany,Sorbus aucuparia,Rowan,Trees
158,Germany,Sorbus torminalis,Wild Service Tree,Trees
250,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
250,Germany,Castanea sativa,Sweet Chestnut,Trees
250,Germany,Sorbus aria,Whitebeam,Trees
250,Germany,Prunus avium,Wild Cherry,Trees
159,Germany,Sorbus torminalis,Wild Service Tree,Trees
250,Germany,Salix spp.,Willow,Trees
251,Germany,Juglans nigra,Black Walnut,Trees
251,Germany,Cattle,Cattle,Animals
251,Germany,Crataegus spp.,Hawthorn,Shrubs
251,Germany,Acer spp.,Maple,Trees
251,Germany,Poultry,Poultry,Animals
251,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
161,Germany,Sorbus torminalis,Wild Service Tree,Trees
163,Germany,Sorbus torminalis,Wild Service Tree,Trees
251,Germany,Salix spp.,Willow,Trees
349,Germany,Alnus spp.,Alder (general),Trees
252,Germany,Prunus spinosa,Blackthorn,Shrubs
252,Germany,Carpinus betulus,European Hornbeam,Trees
252,Germany,Tilia spp.,Lime,Trees
252,Germany,Populus spp.,Poplar,Trees
252,Germany,Poultry,Poultry,Animals
252,Germany,Salix spp.,Willow,Trees
253,Germany,Rosa canina,Dog Rose,Shrubs
253,Germany,Cornus spp.,Dogwood,Shrubs
253,Germany,Crataegus spp.,Hawthorn,Shrubs
253,Germany,Populus spp.,Poplar,Trees
253,Germany,Poultry,Poultry,Animals
254,Germany,Malus domestica,Apple,Trees
254,Germany,Cornus spp.,Dogwood,Shrubs
254,Germany,Sambucus nigra,Elder,Shrubs
254,Germany,Corylus avellana,European Hazel,Shrubs
254,Germany,Goats,Goats,Animals
254,Germany,Tilia spp.,Lime,Trees
254,Germany,Pyrus communis,Pear,Trees
254,Germany,Prunus domestica,Plum,Trees
254,Germany,Sorbus aucuparia,Rowan,Trees
254,Germany,Sheep,Sheep,Animals
254,Germany,Castanea sativa,Sweet Chestnut,Trees
254,Germany,Prunus avium,Wild Cherry,Trees
255,Germany,Populus spp.,Poplar,Trees
255,Germany,Poultry,Poultry,Animals
256,Germany,Populus spp.,Poplar,Trees
256,Germany,Poultry,Poultry,Animals
257,Germany,Populus spp.,Poplar,Trees
257,Germany,Poultry,Poultry,Animals
258,Germany,Juglans nigra,Black Walnut,Trees
258,Germany,Cattle,Cattle,Animals
258,Germany,Castanea sativa,Sweet Chestnut,Trees
259,Germany,Juglans nigra,Black Walnut,Trees
259,Germany,Rubus fruticosus,Blackberry,Shrubs
259,Germany,Cattle,Cattle,Animals
259,Germany,Corylus avellana,European Hazel,Shrubs
259,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
164,Germany,Sorbus torminalis,Wild Service Tree,Trees
260,Germany,Cattle,Cattle,Animals
260,Germany,Juglans regia,Persian Walnut,Trees
260,Germany,Castanea sativa,Sweet Chestnut,Trees
261,Germany,Juglans nigra,Black Walnut,Trees
261,Germany,Poultry,Poultry,Animals
262,Germany,Populus spp.,Poplar,Trees
262,Germany,Poultry,Poultry,Animals
263,Germany,Populus spp.,Poplar,Trees
